country_name_heat,iso3,country_mortality_rates,year,std_deathrate,crude_deathrate,deaths,deaths_percent,population,pyll,pyll_percent,age_group,value_heatdata,unit,source,country_heatdata,iso3_heatdata,parameter_description
Greece,GRC,Greece,2011,354.9922,412.7983,33141,100,8028377,4302.6445,100,20-74,354.9922,"Aged-standardized death rate per 100,000 persons",WHO,Greece,GRC,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Greece,GRC,Greece,2011,656.0228,731.4965,29904,100,4088058,3046.3141,100,45-74,656.0228,"Aged-standardized death rate per 100,000 persons",WHO,Greece,GRC,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Hungary,HUN,Hungary,2012,1393.2948,1536.5585,55986,100,3643597,6923.8633,100,45-74,1393.2948,"Aged-standardized death rate per 100,000 persons",WHO,Hungary,HUN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Hungary,HUN,Hungary,2012,102.212,105.228,3717,100,3532329,1538.8932,100,20-44,102.212,"Aged-standardized death rate per 100,000 persons",WHO,Hungary,HUN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Hungary,HUN,Hungary,2012,1004.4724,1084.4317,29127,100,2685923,5522.2503,100,45-64,1004.4724,"Aged-standardized death rate per 100,000 persons",WHO,Hungary,HUN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Hungary,HUN,Hungary,2012,478.1538,528.187,32844,100,6218252,7061.1435,100,20-64,478.1538,"Aged-standardized death rate per 100,000 persons",WHO,Hungary,HUN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Hungary,HUN,Hungary,2012,718.8485,831.9902,59703,100,7175926,8462.7565,100,20-74,718.8485,"Aged-standardized death rate per 100,000 persons",WHO,Hungary,HUN,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Iceland,ISL,Iceland,2009,68.0683,67.1164,77,100,114726,1027.3438,100,20-44,68.0683,"Aged-standardized death rate per 100,000 persons",WHO,Iceland,ISL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Iceland,ISL,Iceland,2009,321.1202,299.687,631,100,210553,3055.455,100,20-74,321.1202,"Aged-standardized death rate per 100,000 persons",WHO,Iceland,ISL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Iceland,ISL,Iceland,2009,346.5297,342.5195,262,100,76492,1591.2617,100,45-64,346.5297,"Aged-standardized death rate per 100,000 persons",WHO,Iceland,ISL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Iceland,ISL,Iceland,2009,597.8957,578.1252,554,100,95827,2028.1112,100,45-74,597.8957,"Aged-standardized death rate per 100,000 persons",WHO,Iceland,ISL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Iceland,ISL,Iceland,2009,184.0939,177.2846,339,100,191218,2618.6055,100,20-64,184.0939,"Aged-standardized death rate per 100,000 persons",WHO,Iceland,ISL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Ireland,IRL,Ireland,2010,75.7887,74.1716,1298,100,1749995,1231.6092,100,20-44,75.7887,"Aged-standardized death rate per 100,000 persons",WHO,Ireland,IRL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Ireland,IRL,Ireland,2010,694.3032,697.1717,8899,100,1276443,2288.276,100,45-74,694.3032,"Aged-standardized death rate per 100,000 persons",WHO,Ireland,IRL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Ireland,IRL,Ireland,2010,371.1986,336.9307,10197,100,3026438,3519.8852,100,20-74,371.1986,"Aged-standardized death rate per 100,000 persons",WHO,Ireland,IRL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Ireland,IRL,Ireland,2010,217.8281,199.0918,5471,100,2747979,2997.7093,100,20-64,217.8281,"Aged-standardized death rate per 100,000 persons",WHO,Ireland,IRL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Ireland,IRL,Ireland,2010,416.6832,418.143,4173,100,997984,1766.1001,100,45-64,416.6832,"Aged-standardized death rate per 100,000 persons",WHO,Ireland,IRL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Israel,ISR,Israel,2011,55.7668,53.6324,1439,100,2683079,784.5118,100,20-44,55.7668,"Aged-standardized death rate per 100,000 persons",WHO,Israel,ISR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Israel,ISR,Israel,2011,609.4824,623.2641,11992,100,1924064,1775.1342,100,45-74,609.4824,"Aged-standardized death rate per 100,000 persons",WHO,Israel,ISR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Israel,ISR,Israel,2011,320.228,291.5256,13431,100,4607143,2559.646,100,20-74,320.228,"Aged-standardized death rate per 100,000 persons",WHO,Israel,ISR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Israel,ISR,Israel,2011,379.1461,393.9549,5956,100,1511848,1408.2871,100,45-64,379.1461,"Aged-standardized death rate per 100,000 persons",WHO,Israel,ISR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Israel,ISR,Israel,2011,190.5082,176.2844,7395,100,4194927,2192.7989,100,20-64,190.5082,"Aged-standardized death rate per 100,000 persons",WHO,Israel,ISR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Italy,ITA,Italy,2011,187.8046,205.4208,73749,100,35901424,2935.2815,100,20-64,187.8046,"Aged-standardized death rate per 100,000 persons",WHO,Italy,ITA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Italy,ITA,Italy,2011,311.7656,383.3994,161275,100,42064489,3663.9455,100,20-74,311.7656,"Aged-standardized death rate per 100,000 persons",WHO,Italy,ITA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Italy,ITA,Italy,2011,587.7022,663.0494,148922,100,22460166,2762.2386,100,45-74,587.7022,"Aged-standardized death rate per 100,000 persons",WHO,Italy,ITA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Italy,ITA,Italy,2011,367.4582,376.7296,61396,100,16297101,2033.5746,100,45-64,367.4582,"Aged-standardized death rate per 100,000 persons",WHO,Italy,ITA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Italy,ITA,Italy,2011,59.4807,63.0116,12353,100,19604323,901.7069,100,20-44,59.4807,"Aged-standardized death rate per 100,000 persons",WHO,Italy,ITA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kazakhstan,KAZ,Kazakhstan,2012,1817.4048,1681.8061,69580,100,4137219,5543.8595,100,45-74,1817.4048,"Aged-standardized death rate per 100,000 persons",WHO,Kazakhstan,KAZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kazakhstan,KAZ,Kazakhstan,2012,1272.4046,1220.3703,42094,100,3449281,4847.0865,100,45-64,1272.4046,"Aged-standardized death rate per 100,000 persons",WHO,Kazakhstan,KAZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kazakhstan,KAZ,Kazakhstan,2012,309.3102,288.9934,19305,100,6680084,4740.0938,100,20-44,309.3102,"Aged-standardized death rate per 100,000 persons",WHO,Kazakhstan,KAZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kazakhstan,KAZ,Kazakhstan,2012,1029.5942,821.6928,88885,100,10817303,10283.9533,100,20-74,1029.5942,"Aged-standardized death rate per 100,000 persons",WHO,Kazakhstan,KAZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kazakhstan,KAZ,Kazakhstan,2012,710.5995,606.1486,61399,100,10129365,9587.1803,100,20-64,710.5995,"Aged-standardized death rate per 100,000 persons",WHO,Kazakhstan,KAZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kyrgyzstan,KGZ,Kyrgyzstan,2013,1616.6098,1349.6602,14538,100,1077160,3720.9064,100,45-74,1616.6098,"Aged-standardized death rate per 100,000 persons",WHO,Kyrgyzstan,KGZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kyrgyzstan,KGZ,Kyrgyzstan,2013,1104.8902,1033.3778,9723,100,940895,3331.9589,100,45-64,1104.8902,"Aged-standardized death rate per 100,000 persons",WHO,Kyrgyzstan,KGZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kyrgyzstan,KGZ,Kyrgyzstan,2013,236.0426,209.4538,4645,100,2217673,3323.4948,100,20-44,236.0426,"Aged-standardized death rate per 100,000 persons",WHO,Kyrgyzstan,KGZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kyrgyzstan,KGZ,Kyrgyzstan,2013,895.418,582.2146,19183,100,3294833,7044.4012,100,20-74,895.418,"Aged-standardized death rate per 100,000 persons",WHO,Kyrgyzstan,KGZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Kyrgyzstan,KGZ,Kyrgyzstan,2013,598.0624,454.8897,14368,100,3158568,6655.4537,100,20-64,598.0624,"Aged-standardized death rate per 100,000 persons",WHO,Kyrgyzstan,KGZ,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Latvia,LVA,Latvia,2012,1429.0074,1575.2682,11975,100,760188,7151.1971,100,45-74,1429.0074,"Aged-standardized death rate per 100,000 persons",WHO,Latvia,LVA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Latvia,LVA,Latvia,2012,1034.1035,1064.0495,5874,100,552042,5687.1376,100,45-64,1034.1035,"Aged-standardized death rate per 100,000 persons",WHO,Latvia,LVA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Latvia,LVA,Latvia,2012,194.4222,192.5496,1358,100,705273,2842.7636,100,20-44,194.4222,"Aged-standardized death rate per 100,000 persons",WHO,Latvia,LVA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Latvia,LVA,Latvia,2012,784.0748,909.8161,13333,100,1465461,9993.9607,100,20-74,784.0748,"Aged-standardized death rate per 100,000 persons",WHO,Latvia,LVA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Latvia,LVA,Latvia,2012,544.2894,575.194,7232,100,1257315,8529.9012,100,20-64,544.2894,"Aged-standardized death rate per 100,000 persons",WHO,Latvia,LVA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Lithuania,LTU,Lithuania,2012,232.5248,233.4061,2318,100,993119,3311.1782,100,20-44,232.5248,"Aged-standardized death rate per 100,000 persons",WHO,Lithuania,LTU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Lithuania,LTU,Lithuania,2012,799.5004,900.0655,18839,100,2093070,10569.7638,100,20-74,799.5004,"Aged-standardized death rate per 100,000 persons",WHO,Lithuania,LTU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Lithuania,LTU,Lithuania,2012,579.1798,611.3614,11065,100,1809895,9249.6544,100,20-64,579.1798,"Aged-standardized death rate per 100,000 persons",WHO,Lithuania,LTU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Lithuania,LTU,Lithuania,2012,1064.4967,1070.9179,8747,100,816776,5938.4763,100,45-64,1064.4967,"Aged-standardized death rate per 100,000 persons",WHO,Lithuania,LTU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Lithuania,LTU,Lithuania,2012,1419.6299,1501.976,16521,100,1099951,7258.5857,100,45-74,1419.6299,"Aged-standardized death rate per 100,000 persons",WHO,Lithuania,LTU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Luxembourg,LUX,Luxembourg,2012,640.4415,632.0718,1134,100,179410,2559.4722,100,45-74,640.4415,"Aged-standardized death rate per 100,000 persons",WHO,Luxembourg,LUX,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Luxembourg,LUX,Luxembourg,2012,334.3475,333.1047,1243,100,373156,3423.5588,100,20-74,334.3475,"Aged-standardized death rate per 100,000 persons",WHO,Luxembourg,LUX,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Luxembourg,LUX,Luxembourg,2012,397.1811,386.2075,543,100,140598,1982.9099,100,45-64,397.1811,"Aged-standardized death rate per 100,000 persons",WHO,Luxembourg,LUX,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Luxembourg,LUX,Luxembourg,2012,197.278,195.0087,652,100,334344,2846.9966,100,20-64,197.278,"Aged-standardized death rate per 100,000 persons",WHO,Luxembourg,LUX,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Luxembourg,LUX,Luxembourg,2012,54.4901,56.2592,109,100,193746,864.0867,100,20-44,54.4901,"Aged-standardized death rate per 100,000 persons",WHO,Luxembourg,LUX,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Malta,MLT,Malta,2012,343.8289,399.4119,1198,100,299941,3950.5059,100,20-74,343.8289,"Aged-standardized death rate per 100,000 persons",WHO,Malta,MLT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Malta,MLT,Malta,2012,640.8864,701.3753,1097,100,156407,2922.601,100,45-74,640.8864,"Aged-standardized death rate per 100,000 persons",WHO,Malta,MLT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Malta,MLT,Malta,2012,389.0739,425.7421,500,100,117442,2173.1005,100,45-64,389.0739,"Aged-standardized death rate per 100,000 persons",WHO,Malta,MLT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Malta,MLT,Malta,2012,204.2503,230.2894,601,100,260976,3201.0053,100,20-64,204.2503,"Aged-standardized death rate per 100,000 persons",WHO,Malta,MLT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Malta,MLT,Malta,2012,72.2334,70.3666,101,100,143534,1027.9049,100,20-44,72.2334,"Aged-standardized death rate per 100,000 persons",WHO,Malta,MLT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-64,500.6092,"Aged-standardized death rate per 100,000 persons",GBD,France,FRA,"All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (no data for Monaco, value for France and age group 20-64)"
Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-74,84.8129,"Aged-standardized death rate per 100,000 persons",GBD,France,FRA,"All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (no data for Monaco, value for France and age group 20-74)"
Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-44,258.0613,"Aged-standardized death rate per 100,000 persons",GBD,France,FRA,"All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (no data for Monaco, value for France and age group 20-44)"
Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-64,690.6513,"Aged-standardized death rate per 100,000 persons",GBD,France,FRA,"All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (no data for Monaco, value for France and age group 45-64)"
Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,45-74,500.6092,"Aged-standardized death rate per 100,000 persons",GBD,France,FRA,"All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (no data for Monaco, value for France and age group 45-74)"
Montenegro,MNE,Montenegro,2009,1261.1648,1327.7561,2733,100,205836,4907.8564,100,45-74,1261.1648,"Aged-standardized death rate per 100,000 persons",WHO,Montenegro,MNE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Montenegro,MNE,Montenegro,2009,402.7087,388.0002,1484,100,382474,5389.6884,100,20-64,402.7087,"Aged-standardized death rate per 100,000 persons",WHO,Montenegro,MNE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Montenegro,MNE,Montenegro,2009,660.2889,687.3122,2976,100,432991,6503.2741,100,20-74,660.2889,"Aged-standardized death rate per 100,000 persons",WHO,Montenegro,MNE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Montenegro,MNE,Montenegro,2009,811.2178,799.0008,1241,100,155319,3794.2707,100,45-64,811.2178,"Aged-standardized death rate per 100,000 persons",WHO,Montenegro,MNE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Montenegro,MNE,Montenegro,2009,110.9166,106.9754,243,100,227155,1595.4177,100,20-44,110.9166,"Aged-standardized death rate per 100,000 persons",WHO,Montenegro,MNE,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Netherlands,NLD,Netherlands,2012,417.5139,429.9832,20172,100,4691346,2273.3915,100,45-64,417.5139,"Aged-standardized death rate per 100,000 persons",WHO,Netherlands,NLD,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Netherlands,NLD,Netherlands,2012,669.0135,713.0932,44625,100,6257948,3026.532,100,45-74,669.0135,"Aged-standardized death rate per 100,000 persons",WHO,Netherlands,NLD,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Netherlands,NLD,Netherlands,2012,348.6748,409.3518,47765,100,11668448,3809.9113,100,20-74,348.6748,"Aged-standardized death rate per 100,000 persons",WHO,Netherlands,NLD,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Netherlands,NLD,Netherlands,2012,55.7937,58.0353,3140,100,5410500,783.3793,100,20-44,55.7937,"Aged-standardized death rate per 100,000 persons",WHO,Netherlands,NLD,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Netherlands,NLD,Netherlands,2012,206.5104,230.7697,23312,100,10101846,3056.7708,100,20-64,206.5104,"Aged-standardized death rate per 100,000 persons",WHO,Netherlands,NLD,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Norway,NOR,Norway,2012,194.7049,203.1627,6071,100,2988245,2795.5865,100,20-64,194.7049,"Aged-standardized death rate per 100,000 persons",WHO,Norway,NOR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Norway,NOR,Norway,2012,378.8716,390.5194,4969,100,1272408,1855.0634,100,45-64,378.8716,"Aged-standardized death rate per 100,000 persons",WHO,Norway,NOR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Norway,NOR,Norway,2012,623.4866,663.2896,11274,100,1699710,2516.5261,100,45-74,623.4866,"Aged-standardized death rate per 100,000 persons",WHO,Norway,NOR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Norway,NOR,Norway,2012,330.7772,362.3431,12376,100,3415547,3457.0492,100,20-74,330.7772,"Aged-standardized death rate per 100,000 persons",WHO,Norway,NOR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Norway,NOR,Norway,2012,63.1573,64.2252,1102,100,1715837,940.5231,100,20-44,63.1573,"Aged-standardized death rate per 100,000 persons",WHO,Norway,NOR,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Poland,POL,Poland,2012,1161.2866,1198.9132,161353,100,13458272,5435.9125,100,45-74,1161.2866,"Aged-standardized death rate per 100,000 persons",WHO,Poland,POL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Poland,POL,Poland,2012,119.9037,115.3004,16650,100,14440537,1827.3038,100,20-44,119.9037,"Aged-standardized death rate per 100,000 persons",WHO,Poland,POL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Poland,POL,Poland,2012,820.5613,875.7516,92958,100,10614654,4532.7474,100,45-64,820.5613,"Aged-standardized death rate per 100,000 persons",WHO,Poland,POL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Poland,POL,Poland,2012,617.2806,638.0308,178003,100,27898809,7263.2163,100,20-74,617.2806,"Aged-standardized death rate per 100,000 persons",WHO,Poland,POL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Poland,POL,Poland,2012,411.8444,437.4662,109608,100,25055191,6360.0512,100,20-64,411.8444,"Aged-standardized death rate per 100,000 persons",WHO,Poland,POL,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Portugal,PRT,Portugal,2012,710.0587,776.2301,30042,100,3870244,3445.5202,100,45-74,710.0587,"Aged-standardized death rate per 100,000 persons",WHO,Portugal,PRT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Portugal,PRT,Portugal,2012,84.4614,89.2412,3162,100,3543208,1265.9422,100,20-44,84.4614,"Aged-standardized death rate per 100,000 persons",WHO,Portugal,PRT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Portugal,PRT,Portugal,2012,383.2542,447.8885,33204,100,7413452,4711.4623,100,20-74,383.2542,"Aged-standardized death rate per 100,000 persons",WHO,Portugal,PRT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Portugal,PRT,Portugal,2012,480.959,491.5841,13936,100,2834917,2672.4397,100,45-64,480.959,"Aged-standardized death rate per 100,000 persons",WHO,Portugal,PRT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Portugal,PRT,Portugal,2012,249.6688,268.0725,17098,100,6378125,3938.3819,100,20-64,249.6688,"Aged-standardized death rate per 100,000 persons",WHO,Portugal,PRT,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Republic of Moldova,MDA,Republic of Moldova,2012,1854.2919,1789.4052,20310,100,1135014,7429.0543,100,45-74,1854.2919,"Aged-standardized death rate per 100,000 persons",WHO,Republic of Moldova,MDA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Republic of Moldova,MDA,Republic of Moldova,2012,203.0254,183.6354,2652,100,1444166,3044.9802,100,20-44,203.0254,"Aged-standardized death rate per 100,000 persons",WHO,Republic of Moldova,MDA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Republic of Moldova,MDA,Republic of Moldova,2012,1281.8529,1290.597,11985,100,928640,6367.5829,100,45-64,1281.8529,"Aged-standardized death rate per 100,000 persons",WHO,Republic of Moldova,MDA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Republic of Moldova,MDA,Republic of Moldova,2012,991.69,890.283,22962,100,2579180,10474.0345,100,20-74,991.69,"Aged-standardized death rate per 100,000 persons",WHO,Republic of Moldova,MDA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Republic of Moldova,MDA,Republic of Moldova,2012,652.5369,616.8646,14637,100,2372806,9412.5631,100,20-64,652.5369,"Aged-standardized death rate per 100,000 persons",WHO,Republic of Moldova,MDA,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
Romania,ROU,Romania,2012,116.5848,120.8221,10293,100,8519135,1988.7532,100,20-44,116.5848,"Aged-standardized death rate per 100,000 persons",WHO,Romania,ROU,All cause mortality rate in {{if (comparisoncase == 'ref') 'reference' else 'counterfactual'}} case (value for {{country}} and age group {{age_group}})
